business_name,average_inspection_score,business_postal_code,business_latitude,business_longitude,business_location
Bryant Elementary School,99.33333333333333,94110,37.751776,-122.404626,POINT (-122.404626 37.751776)
Bubba Gump Shrimp Co.,93.0,94133,37.80824,-122.410189,POINT (-122.410189 37.80824)
Buckhorn Grill,87.38461538461539,94103,37.795108,-122.396184,POINT (-122.396184 37.795108)
Buena Vista Cafe,92.0,94109,37.806493,-122.420554,POINT (-122.420554 37.806493)
Bun Mee,84.0,94104,37.788193,-122.433714,POINT (-122.433714 37.788193)
Burger Bar SF,82.33333333333333,94102,37.787423,-122.407417,POINT (-122.407417 37.787423)
Burger King 3684,91.75,94109,37.783196,-122.420985,POINT (-122.420985 37.783196)
Burger King 5830,91.0,94124,37.744062,-122.404475,POINT (-122.404475 37.744062)
Burger King 9365,96.5,94118,37.781248,-122.461251,POINT (-122.461251 37.781248)
Burger Urge,93.0,94117,37.769803,-122.448357,POINT (-122.448357 37.769803)
Burrito Loco,89.5,94127,37.740944,-122.46573,POINT (-122.46573 37.740944)
Bursa,88.5,94127,37.740144,-122.466569,POINT (-122.466569 37.740144)
Bussaba,73.0,94122,37.764188,-122.463683,POINT (-122.463683 37.764188)
CAFE COLE,85.0,94117,37.769303,-122.450724,POINT (-122.450724 37.769303)
CAFE ELENA,98.0,94105,37.794347,-122.394932,POINT (-122.394932 37.794347)
CAFE INTERNATIONAL,95.5,94117,37.772097,-122.430814,POINT (-122.430814 37.772097)
CAFE LA BOHEME,90.25,94110,37.752284,-122.418928,POINT (-122.418928 37.752284)
CAFE LA TAZA,76.75,94110,37.757436,-122.41888,POINT (-122.41888 37.757436)
CAFE MADELEINE,82.66666666666667,94105,37.786803,-122.399681,POINT (-122.399681 37.786803)
CAFE MARS,90.5,94103,37.773174,-122.40311,POINT (-122.40311 37.773174)
CAFE MUMS,82.5,94115,37.786498,-122.430283,POINT (-122.430283 37.786498)
CAFE PHOENIX,92.0,94107,37.754938,-122.390975,POINT (-122.390975 37.754938)
CAFE PICARO,78.0,94103,37.764908,-122.422442,POINT (-122.422442 37.764908)
CAFE ROCCO,85.0,94103,37.776127,-122.408602,POINT (-122.408602 37.776127)
CAFE UNION,96.0,94123,37.797878,-122.429504,POINT (-122.429504 37.797878)
CAFE V,88.66666666666667,94103,37.771538,-122.414372,POINT (-122.414372 37.771538)
CAFE-ROSSO,94.66666666666667,94132,37.720851,-122.477084,POINT (-122.477084 37.720851)
CAFFE' ROMA,90.66666666666667,94103,37.774677,-122.404222,POINT (-122.404222 37.774677)
CAKE GALLERY,91.25,94103,37.768357,-122.419792,POINT (-122.419792 37.768357)
CAL MART SUPERMARKET,80.5,94118,37.786453,-122.452807,POINT (-122.452807 37.786453)
CALIF PACIFIC MEDICAL CTR - CART,99.33333333333333,94115,37.791426,-122.431039,POINT (-122.431039 37.791426)
CALIFORNIA PACIFIC MEDICAL CENTER,94.0,94114,37.768922,-122.435736,POINT (-122.435736 37.768922)
CALIFORNIA TENNIS CLUB,87.0,94115,37.786463,-122.437657,POINT (-122.437657 37.786463)
CALIFORNIA WINE MERCHANT,98.0,94123,37.800534,-122.438217,POINT (-122.438217 37.800534)
CANTON DIM SUM HOUSE,77.5,94107,37.784557,-122.397932,POINT (-122.397932 37.784557)
"CANTON DIM SUM HOUSE, INC.",74.5,94107,37.784557,-122.397932,POINT (-122.397932 37.784557)
CARL'S JUNIOR,97.33333333333333,94102,37.783658,-122.408568,POINT (-122.408568 37.783658)
CARMICHAEL ELEMENTARY SCHOOL,96.8,94103,37.776948,-122.406342,POINT (-122.406342 37.776948)
CARVER ELEMENTARY SCHOOL,99.33333333333333,94124,37.732408,-122.386391,POINT (-122.386391 37.732408)
CASA LUCAS #3,80.0,94112,37.725432,-122.434216,POINT (-122.434216 37.725432)
CASA MEXICANA,85.0,94114,37.768127,-122.429024,POINT (-122.429024 37.768127)
CASTRO SENIOR CENTER,100.0,94114,37.760317,-122.437185,POINT (-122.437185 37.760317)
CATCH,86.66666666666667,94114,37.763263,-122.43446,POINT (-122.43446 37.763263)
CELIAS RESTAURANT,90.0,94122,37.760423,-122.505209,POINT (-122.505209 37.760423)
CENTRAL COFFEE TEA & SPICE,85.0,94117,37.774198,-122.444214,POINT (-122.444214 37.774198)
CENTRAL HAIGHT MARKET,95.0,94117,37.77036,-122.4437,POINT (-122.4437 37.77036)
CENTRO LATINO DE SAN FRANCISCO,91.0,94103,37.766618,-122.421263,POINT (-122.421263 37.766618)
CHA-AM RESTAURANT,85.66666666666667,94107,37.783738,-122.398918,POINT (-122.398918 37.783738)
CHAMBERS eat + drink,83.0,94109,37.783194,-122.418096,POINT (-122.418096 37.783194)
CHARLIE'S DELI CAFE,88.25,94110,37.747114,-122.413641,POINT (-122.413641 37.747114)
CHATZ,87.33333333333333,94107,37.762334,-122.398416,POINT (-122.398416 37.762334)
CHAVA'S,85.33333333333333,94110,37.751554,-122.418376,POINT (-122.418376 37.751554)
CHAVEZ ELEMENTARY SCHOOL,100.0,94110,37.754805,-122.415376,POINT (-122.415376 37.754805)
CHAVITA'S MEXICAN RESTAURANT,84.0,94110,37.748855,-122.418134,POINT (-122.418134 37.748855)
CHEUNG HING CHINESE DELI & MEAT INC,82.0,94118,37.782993,-122.462709,POINT (-122.462709 37.782993)
CHEVRON #1512,97.0,94103,37.777113,-122.404379,POINT (-122.404379 37.777113)
CHEVRON #1712,97.33333333333333,94123,37.800538,-122.430864,POINT (-122.430864 37.800538)
CHEVRON #1768,98.0,94118,37.781193,-122.458519,POINT (-122.458519 37.781193)
CHEVRON STATIONS INC. #1522,100.0,94109,37.789645,-122.422314,POINT (-122.422314 37.789645)
CHEVRON STATIONS INC. #1727,98.0,94112,37.711558,-122.45561,POINT (-122.45561 37.711558)
"CHIEFTAIN IRISH PUB, THE",88.0,94103,37.781567,-122.405059,POINT (-122.405059 37.781567)
CHINA EXPRESS,74.0,94110,37.752408,-122.418535,POINT (-122.418535 37.752408)
CHINA FIRST INC.,64.5,94118,37.783038,-122.462982,POINT (-122.462982 37.783038)
CHIPOTLE MEXICAN GRILL,98.66666666666667,94105,37.787227,-122.400269,POINT (-122.400269 37.787227)
CHLOE'S,91.66666666666667,94114,37.748594,-122.427116,POINT (-122.427116 37.748594)
CHOUQUET'S,79.33333333333333,94115,37.791607,-122.434563,POINT (-122.434563 37.791607)
CHRIST UNITED PRESBYTERIAN CHU,100.0,94115,37.786771,-122.42839,POINT (-122.42839 37.786771)
CHRISTA MARKET,88.66666666666667,94115,37.788638,-122.442217,POINT (-122.442217 37.788638)
CHRISTOPHER'S CATERING,96.0,94124,37.739197,-122.390225,POINT (-122.390225 37.739197)
CINCO DE MAYO TAQUERIA & GROCERY,84.0,94134,37.731788,-122.405381,POINT (-122.405381 37.731788)
CINDERELLA BAKERY & CAFE,91.5,94118,37.777299,-122.463353,POINT (-122.463353 37.777299)
CINDY'S MARKET,98.0,94117,37.773387,-122.450703,POINT (-122.450703 37.773387)
CITY CLUB,81.0,94104,37.791714,-122.400835,POINT (-122.400835 37.791714)
CITY'S CHOICE,88.66666666666667,94107,37.780263,-122.403323,POINT (-122.403323 37.780263)
CLADDAGH COFFEE,92.0,94112,37.715997,-122.440048,POINT (-122.440048 37.715997)
CLAIRE LILIENTHAL SCHOOL-MADISON CA,99.0,94118,37.786808,-122.458014,POINT (-122.458014 37.786808)
CLARENDON ELEMENTARY SCHOOL,96.0,94131,37.751552,-122.456517,POINT (-122.456517 37.751552)
CLAY THEATRE,93.66666666666667,94115,37.790494,-122.434174,POINT (-122.434174 37.790494)
CLEMENT BBQ RESTAURANT,72.25,94118,37.782843,-122.4659,POINT (-122.4659 37.782843)
CLEVELAND ELEMENTARY SCHOOL,98.16666666666667,94112,37.720765,-122.429004,POINT (-122.429004 37.720765)
CLOONEY'S,86.33333333333333,94110,37.750374,-122.420456,POINT (-122.420456 37.750374)
CLUB WAZIEMA,91.0,94117,37.774674,-122.437764,POINT (-122.437764 37.774674)
COLLEGE MARKET,79.33333333333333,94109,37.783613,-122.422397,POINT (-122.422397 37.783613)
COMING HOME HOSPICE,93.5,94107,37.760485,-122.437091,POINT (-122.437091 37.760485)
CONGREGATION SHERITH ISRAEL,89.0,94115,37.789225,-122.431643,POINT (-122.431643 37.789225)
CONSTANS GROCERY,90.0,94124,37.739961,-122.389003,POINT (-122.389003 37.739961)
CONVENIENCE DELI & GROCERY,93.33333333333333,94115,37.782294,-122.427485,POINT (-122.427485 37.782294)
COOL GUYS,96.0,94112,37.721794,-122.461991,POINT (-122.461991 37.721794)
CORNERSTONES ACADEMY,94.83333333333333,94134,37.729108,-122.418728,POINT (-122.418728 37.729108)
CORSAGNA,100.0,94123,37.79826,-122.426748,POINT (-122.426748 37.79826)
COSTCO WHOLESALE,93.33333333333333,94107,37.770938,-122.41051,POINT (-122.41051 37.770938)
COURTYARD BY MARRIOTT-COFFEE SHOP,96.0,94105,37.785614,-122.396693,POINT (-122.396693 37.785614)
COURTYARD BY MARRIOTT-RESTAURANT,93.0,94105,37.785614,-122.396693,POINT (-122.396693 37.785614)
COURTYARD BY MARRIOTT-STAFF KITCHEN,100.0,94105,37.785614,-122.396693,POINT (-122.396693 37.785614)
COVA Hotel,94.0,94108,37.784323,-122.416907,POINT (-122.416907 37.784323)
COVE CAFE,88.5,94114,37.761918,-122.435135,POINT (-122.435135 37.761918)
COW HOLLOW CATERING,90.0,94123,37.801401,-122.447857,POINT (-122.447857 37.801401)
CREPES ON COLE,90.66666666666667,94117,37.765778,-122.450184,POINT (-122.450184 37.765778)
CROSSROADS CAFE,93.0,94107,37.783014,-122.389081,POINT (-122.389081 37.783014)
CULINARY ARTS & HOSPITALITY,92.33333333333333,94112,37.723638,-122.452273,POINT (-122.452273 37.723638)
Cable Car Corner,91.0,94108,37.794615,-122.409705,POINT (-122.409705 37.794615)
Cable Car Restaurant,80.66666666666667,94133,37.803984,-122.415453,POINT (-122.415453 37.803984)
Cadillac Market,90.0,94109,37.783464,-122.415829,POINT (-122.415829 37.783464)
Cafe 101,96.66666666666667,94132,37.720894,-122.478029,POINT (-122.478029 37.720894)
Cafe 24,89.0,94107,37.766406,-122.398419,POINT (-122.398419 37.766406)
Cafe Bakery,88.25,94122,37.754114,-122.47833,POINT (-122.47833 37.754114)
Cafe Bastille,84.66666666666667,94104,37.791139,-122.403716,POINT (-122.403716 37.791139)
Cafe Bean,85.66666666666667,94109,37.788587,-122.413795,POINT (-122.413795 37.788587)
Cafe Bellini,94.16666666666667,94103,37.763473,-122.458202,POINT (-122.458202 37.763473)
Cafe Bunn Mi,78.33333333333333,94118,37.782953,-122.4637,POINT (-122.4637 37.782953)
Cafe Claude,90.5,94108,37.789857,-122.404302,POINT (-122.404302 37.789857)
Cafe Colombini Ristorante Bistro,96.0,94109,37.793061,-122.421089,POINT (-122.421089 37.793061)
Cafe Creme de Hayes Valley,95.66666666666667,94102,37.775379,-122.420136,POINT (-122.420136 37.775379)
Cafe Destiji,85.33333333333333,94111,37.801285,-122.400404,POINT (-122.400404 37.801285)
Cafe Enchante,94.0,94121,37.779953,-122.485327,POINT (-122.485327 37.779953)
Cafe Encore,92.66666666666667,94109,37.788128,-122.409705,POINT (-122.409705 37.788128)
Cafe Ethiopia,89.0,94110,37.758832,-122.421359,POINT (-122.421359 37.758832)
Cafe Europa,79.0,94118,37.785108,-122.463874,POINT (-122.463874 37.785108)
Cafe Fiore,87.33333333333333,94110,37.751951,-122.422827,POINT (-122.422827 37.751951)
Cafe Francisco,93.0,94133,37.804519,-122.411754,POINT (-122.411754 37.804519)
Cafe Insalata,90.0,94111,37.796854,-122.399936,POINT (-122.399936 37.796854)
Cafe Isabella,95.0,94133,37.795368,-122.413167,POINT (-122.413167 37.795368)
Cafe Jacqueline,95.0,94133,37.800428,-122.407517,POINT (-122.407517 37.800428)
Cafe La Flore,96.0,94122,37.763798,-122.472422,POINT (-122.472422 37.763798)
Cafe La Taza,84.5,94102,37.788128,-122.409705,POINT (-122.409705 37.788128)
Cafe La Vie,85.33333333333333,94102,37.776924,-122.424666,POINT (-122.424666 37.776924)
Cafe Le,92.5,94109,37.802163,-122.424794,POINT (-122.424794 37.802163)
Cafe Luna,92.5,94118,37.788123,-122.447197,POINT (-122.447197 37.788123)
Cafe Madeleine,86.83333333333333,94104,37.793268,-122.400323,POINT (-122.400323 37.793268)
Cafe Majestic,87.0,94109,37.787118,-122.425414,POINT (-122.425414 37.787118)
Cafe Me,98.0,94111,37.795698,-122.402014,POINT (-122.402014 37.795698)
Cafe Meuse,90.5,94109,37.795468,-122.418474,POINT (-122.418474 37.795468)
Cafe Niebaum Coppola,89.5,94133,37.796517,-122.405167,POINT (-122.405167 37.796517)
Cafe Pellegrini,96.0,94133,37.800851,-122.411062,POINT (-122.411062 37.800851)
Cafe Prague,69.0,94111,37.795398,-122.400944,POINT (-122.400944 37.795398)
Cafe Royale,96.0,94109,37.787448,-122.415243,POINT (-122.415243 37.787448)
Cafe Seventy 8,89.5,94110,37.744012,-122.422264,POINT (-122.422264 37.744012)
Cafe Tiramisu,82.66666666666667,94104,37.791198,-122.403737,POINT (-122.403737 37.791198)
Cafe Troya Fillmore,78.66666666666667,94115,37.789404,-122.433954,POINT (-122.433954 37.789404)
Cafe Venue,85.0,94103,37.791148,-122.402262,POINT (-122.402262 37.791148)
Cafe Venue Fremont,91.5,94105,37.788864,-122.394613,POINT (-122.394613 37.788864)
Cafeto Coffee Shop,95.5,94110,37.736078,-122.424108,POINT (-122.424108 37.736078)
Caffe Ambrosia,98.0,94104,37.790109,-122.402597,POINT (-122.402597 37.790109)
Caffe Baonecci,95.0,94133,37.799732,-122.407589,POINT (-122.407589 37.799732)
Caffe Bianco,78.5,94104,37.790102,-122.401158,POINT (-122.401158 37.790102)
Caffe Central,90.14285714285714,94102,37.784848,-122.406892,POINT (-122.406892 37.784848)
Caffe Greco,90.0,94133,37.79886,-122.408204,POINT (-122.408204 37.79886)
Caffe La Stazione,93.0,94107,37.757364,-122.393066,POINT (-122.393066 37.757364)
Caffe Trieste,93.0,94133,37.798744,-122.407408,POINT (-122.407408 37.798744)
Cajun House,89.0,94118,37.7828,-122.463274,POINT (-122.463274 37.7828)
Cake Coquette,96.0,94110,37.739764,-122.409475,POINT (-122.409475 37.739764)
Calabria Bros.,95.33333333333333,94112,37.722162,-122.436695,POINT (-122.436695 37.722162)
Calif Pacific Medical Ctr -  Kitchen,92.66666666666667,94118,37.786145,-122.455913,POINT (-122.455913 37.786145)
California Grocery,93.0,94102,37.784303,-122.409647,POINT (-122.409647 37.784303)
California Pacific Medical Center - Cafe,96.33333333333333,94115,37.791426,-122.431039,POINT (-122.431039 37.791426)
California Pacific Medical Ctr - Hospital Kitchen,93.0,94120,37.791426,-122.431039,POINT (-122.431039 37.791426)
"California Pizza Kitchen, Inc.",92.66666666666667,94103,37.78678,-122.402535,POINT (-122.402535 37.78678)
California Shell,90.0,94115,37.788652,-122.435527,POINT (-122.435527 37.788652)
Calzone's,87.0,94133,37.798965,-122.408204,POINT (-122.408204 37.798965)
Camp,83.5,94118,37.781198,-122.462511,POINT (-122.462511 37.781198)
"Campton Place SF, A Taj Hotel-Employee Cafeteria",96.0,94108,37.789128,-122.406847,POINT (-122.406847 37.789128)
"Campton Place SF, A Taj Hotel-Restaurant",90.0,94108,37.789128,-122.406847,POINT (-122.406847 37.789128)
Canchola's Bar,85.33333333333333,94110,37.736323,-122.42428,POINT (-122.42428 37.736323)
Cantata Coffee Shop,95.33333333333333,94117,37.769616,-122.450366,POINT (-122.450366 37.769616)
Canyon Market,87.75,94131,37.734072,-122.433948,POINT (-122.433948 37.734072)
Capannina,93.33333333333333,94123,37.797855,-122.429064,POINT (-122.429064 37.797855)
Capurro's,86.0,94109,37.807649,-122.420744,POINT (-122.420744 37.807649)
"Caramba, Inc",87.0,94105,37.788297,-122.400219,POINT (-122.400219 37.788297)
Carlin's Corner,92.25,94103,37.768168,-122.42225,POINT (-122.42225 37.768168)
Carmelina's Cafe,89.5,94103,37.767664,-122.415456,POINT (-122.415456 37.767664)
Carousel/Sea Lion Cart,81.0,94132,37.73017,-122.502535,POINT (-122.502535 37.73017)
Casa Guadalupe #3,89.75,94110,37.749194,-122.418116,POINT (-122.418116 37.749194)
Casa Mexicana Restaurant,79.0,94114,37.751513,-122.430179,POINT (-122.430179 37.751513)
Casa Thai Market,88.0,94103,37.765049,-122.420122,POINT (-122.420122 37.765049)
Cassava,83.0,94121,37.775705,-122.496453,POINT (-122.496453 37.775705)
Castagnola's Restaurant,84.0,94133,37.808098,-122.417194,POINT (-122.417194 37.808098)
Castro Coffee Company,95.33333333333333,94114,37.761976,-122.435031,POINT (-122.435031 37.761976)
Castro Street Chevron,99.0,94114,37.762857,-122.434755,POINT (-122.434755 37.762857)
Castro Village Wine Co.,99.0,94114,37.759229,-122.435079,POINT (-122.435079 37.759229)
Catering For Two Or More,85.33333333333333,94110,37.717659,-122.44005,POINT (-122.44005 37.717659)
Catering With Style,74.0,94110,37.749603,-122.408928,POINT (-122.408928 37.749603)
Cathead's BBQ,92.75,94103,37.770126,-122.415342,POINT (-122.415342 37.770126)
Cavalli Cafe,96.0,94133,37.799163,-122.408934,POINT (-122.408934 37.799163)
Centerfolds,95.0,94133,37.798233,-122.403637,POINT (-122.403637 37.798233)
Central Kitchen & Salumeria,79.5,94110,37.759379,-122.410915,POINT (-122.410915 37.759379)
Century Theatres,98.0,94103,37.784848,-122.406892,POINT (-122.406892 37.784848)
Cesario,84.33333333333333,94102,37.788943,-122.410517,POINT (-122.410517 37.788943)
Cha-Ya Restaurant,93.75,94110,37.760777,-122.421505,POINT (-122.421505 37.760777)
Chabaa Thai Cuisine INC.,83.5,94122,37.763359,-122.4806,POINT (-122.4806 37.763359)
Chantal Guillon,96.0,94102,37.779847,-122.418985,POINT (-122.418985 37.779847)
Chapeau,93.33333333333333,94118,37.783148,-122.460661,POINT (-122.460661 37.783148)
Charley's Grilled Subs,78.0,94103,37.784317,-122.407563,POINT (-122.407563 37.784317)
Chatz Coffee,94.0,94105,37.786529,-122.397827,POINT (-122.397827 37.786529)
Cheese Boutique,95.33333333333333,94131,37.734548,-122.433341,POINT (-122.433341 37.734548)
Cheese Plus,89.33333333333333,94109,37.795273,-122.421665,POINT (-122.421665 37.795273)
Chef Hunan,81.0,94112,37.723782,-122.435446,POINT (-122.435446 37.723782)
Chenery Market,95.33333333333333,94131,37.73967,-122.425623,POINT (-122.425623 37.73967)
Cherry Blossom Bakery,89.0,94118,37.782778,-122.468341,POINT (-122.468341 37.782778)
Chevron #1539,100.0,94122,37.763802,-122.477186,POINT (-122.477186 37.763802)
Chez Maman,87.55555555555556,94107,37.776889,-122.423039,POINT (-122.423039 37.776889)
Chico's Grill,80.33333333333333,94110,37.736438,-122.424269,POINT (-122.424269 37.736438)
Chile Lindo,92.66666666666667,94103,37.765155,-122.418766,POINT (-122.418766 37.765155)
Chili Lemon Garlic,82.5,94107,37.780914,-122.396389,POINT (-122.396389 37.780914)
China Express Deli,79.0,94110,37.7533,-122.41863,POINT (-122.41863 37.7533)
China Fun Express,87.0,94108,37.790055,-122.403915,POINT (-122.403915 37.790055)
China House Jumbo Seafood Restaurant,88.66666666666667,94133,37.805514,-122.411914,POINT (-122.411914 37.805514)
Chinatown Restaurant,70.0,94108,37.795248,-122.405943,POINT (-122.405943 37.795248)
Chinatown YMCA (Kitchen),88.0,94108,37.793234,-122.406932,POINT (-122.406932 37.793234)
Chinese Education Center Elementary School,98.0,94108,37.794909,-122.404114,POINT (-122.404114 37.794909)
Chinese Hospital,100.0,94133,37.795663,-122.409173,POINT (-122.409173 37.795663)
Chinese Immersion School,99.0,94117,37.769418,-122.444264,POINT (-122.444264 37.769418)
Chiotras Grocery,97.0,94107,37.758944,-122.402104,POINT (-122.402104 37.758944)
Chipotle Mexican Grill,97.66666666666667,94132,37.733944,-122.490438,POINT (-122.490438 37.733944)
Chipotle Mexican Grill #0839,91.0,94105,37.790697,-122.399563,POINT (-122.399563 37.790697)
Chipotle Mexican Grill #1230,98.5,94102,37.786387,-122.408605,POINT (-122.408605 37.786387)
Chipotle Mexican Grill #1460,97.0,94103,37.784283,-122.403881,POINT (-122.403881 37.784283)
Chipotle Mexican Grill #1560,97.6,94133,37.807923,-122.417887,POINT (-122.417887 37.807923)
Chipotle Mexican Grill #1702,94.0,94103,37.784317,-122.407563,POINT (-122.407563 37.784317)
Chou Chou Bakery Bistro,94.0,94116,37.747174,-122.459368,POINT (-122.459368 37.747174)
Chowder Hut,93.5,94133,37.808616,-122.415779,POINT (-122.415779 37.808616)
Chowders,95.33333333333333,94133,37.80824,-122.410189,POINT (-122.410189 37.80824)
Chug Pub,91.0,94122,37.765384,-122.478129,POINT (-122.478129 37.765384)
"Chung Chou City, Inc #5",84.0,94133,37.797178,-122.408477,POINT (-122.408477 37.797178)
Church Key,98.0,94133,37.799958,-122.407417,POINT (-122.407417 37.799958)
Church Street Cafe,92.33333333333333,94114,37.766357,-122.428864,POINT (-122.428864 37.766357)
Church Street Grocery,93.0,94114,37.765878,-122.428815,POINT (-122.428815 37.765878)
"Chutney USA, Inc.",81.0,94102,37.786044,-122.413054,POINT (-122.413054 37.786044)
Cigar Bar and Grill,91.0,94133,37.797137,-122.403586,POINT (-122.403586 37.797137)
Cioppino's,85.0,94109,37.807854,-122.419124,POINT (-122.419124 37.807854)
City Chopsticks,86.33333333333333,94108,37.789763,-122.411787,POINT (-122.411787 37.789763)
City View Restaurant,73.5,94111,37.794127,-122.404074,POINT (-122.404074 37.794127)
Civic Restaurant & Bar,74.0,94102,37.780597,-122.416464,POINT (-122.416464 37.780597)
Clancey's Market-Deli,97.33333333333333,94122,37.762597,-122.500265,POINT (-122.500265 37.762597)
Clay Oven Indian Restaurant,83.5,94127,37.73678,-122.470377,POINT (-122.470377 37.73678)
Club Bottoms Up,88.0,94112,37.72285,-122.436245,POINT (-122.436245 37.72285)
Club Mari's,85.0,94115,37.785227,-122.431472,POINT (-122.431472 37.785227)
Co Nam,89.5,94109,37.791963,-122.421033,POINT (-122.421033 37.791963)
Cocobang,82.33333333333333,94102,37.787657,-122.411627,POINT (-122.411627 37.787657)
Cocola,92.0,94132,37.728497,-122.475639,POINT (-122.475639 37.728497)
Cocotte,86.33333333333333,94109,37.794753,-122.418184,POINT (-122.418184 37.794753)
Coffee Bar 1 LLC,89.0,94103,37.763287,-122.410325,POINT (-122.410325 37.763287)
Coffee To The People,91.0,94117,37.769999,-122.445267,POINT (-122.445267 37.769999)
Coi,92.5,94133,37.798229,-122.40349,POINT (-122.40349 37.798229)
Colibri Mexican Bistro,87.0,94102,37.787098,-122.410594,POINT (-122.410594 37.787098)
Columbus Cafe,98.0,94133,37.799598,-122.408394,POINT (-122.408394 37.799598)
